中国,1122445
中华人民共和国,106554
李白,1043
周恩来,114814
哥哥,6804
马超,1201
北京,128981
死神,4156250
日本,111617
澳网,1212603
中国共产党,117227
射手,126373
第二次世界大战,174090
上海市,114606
上海,114606
台湾,122340
美国,125486
曹操,6772
空军,2526
西游记,5723
地球,6431
西游记,12631993
香港,128775
西游记,6786355
西游记,4154553
草,1717
曹操,13832016
曹操,1205242
韩国,6009333
人民币,330794
金日成,747148
乔丹,21768
南京市,23952
南京,23952
SHE,138270
文章,4751275
天津,132308
家族,25452
杭州大学,127901
牙齿,1454
岳飞,127844
长江,388
刘少奇,115115
蔬菜,453
自我管理,4185
广州,72101
猫,22261
宇宙,31801
重庆,23586
韩国,6009300
太阳,24010
流水,1893
诗经,168138
诗,168138
英国,144602
英语,109997
英文,109997
佛教,163332
德国,147953
龙,13027234
狗,85474
袋鼠,1724
龙,13027235
新加坡,145065
龙,14895884
成都,128473
成都市,128473
佘诗曼,338801
苹果,14822460
苹果,6011176
苹果,12641327
苹果,6011224
苹果,9976487
刘备,30564
苹果,6011208
苹果,6011191
苹果,10079481
苹果,17609283
苹果,19927344
苹果,11071885
基督教,222408
处理器,284033
夜来香,16210
月经,94195
平壤,497988
文学,6437
神话,7226227
深圳,140588
诗歌,5555
爱情,57
维克多·雨果,434808
山东,155740
山东省,155740
汉族,130605
俄罗斯,125568
福,32433
济南,135066
广东,207811
青岛,60244
数学,107037
神话,7226260
日语,398720
水,34133
阴道,614136
微博,79614
法兰西,1173384
法国,1173384
科学,10406
黄色,32230
朝鲜民主主义人民共和国,191777
朝鲜,191777
毒品,507457
丹尼尔,1342822
易经,153636
澳洲,146759
魔法,194834
l,33944
中华民国,424683
民国,424683
河北,65777
高中,1935
函数,301912
篮球,123564
麻省理工学院,117999
荷兰,190469
湿疹,102213
战争,14004
仙人掌,4967
咖啡,29518
奥林匹克运动会,168911
奥运会,168911
奥运,168911
足球,122380
电脑,140338
计算机,140338
河南,132980
龙族,2373856
李娜,5285
n,5489111
印度,121904
ibm,9190
暴龙,15811
鸦片战争,29632
泰国,202552
主席,2296
南昌,227785
巴基斯坦,199648
公园,4591
c,105958
非洲,81619
巴西,5422
圆形,54084
西藏,130045
意大利,148336
格式,2406
故乡,2679148
人,13020851
沈阳,13034
化学,127240
跑跑,149059
新疆,132263
江苏,154268
江苏省,154268
北海,12719
法律,84813
星际,117855
甲基苯丙胺,642153
干部,2693
安徽,37014
罗宾,8422464
玻璃,287
南宁,156452
南宁市,156452
浙江省,154399
浙江,154399
音乐,61907
联合国,135426
夏尔,8945933
化石,9049762
语文,51940
埃及,158267
江西,215383
时尚,8276
科学,5400107
海南省,13346
广西壮族自治区,162679
广西,162679
四川省,212569
四川,212569
历史,360
太原市,24334
太原,24334
北岛,372
天主教,201996
后宫,4441334
动画,206564
蛇,68023
斯巴达,866
傣族,153486
巴黎,858
琴,34183
亚洲,133681
湖南,228213
经痛,529724
国际象棋,80888
三角形,179552
越南,155278
摇滚,164208
新西兰,255519
纽西兰,255519
伦敦,862
矩阵,18069
贵州,37015
实数,296419
高洪波,7352
福建,132090
阿修罗,20110303
地理,176780
蜘蛛,6152
阿修罗,5468957
凤凰,4176801
小说,5617099
时间,25651
政治,169778
信息,111163
牛奶,28828
大鹏,5700623
蝉,1957
云南,206207
麻雀,9557033
世界,24458
植物,142914
网球,112493
欧洲,145550
理想,407
动物,216062
词,723530
内蒙古,173741
伏尔泰,5281
寓言故事,2249293
山西,188460
山西省,188460
国际象棋,19181278
鸟,13205537
格莱美奖,11002992
纳粹德国,601719
山寨,7401
沙皇,7372
HP,1226672
鱼,221
猫王,2635188
诗句,3540841
服务器,100571
湖北,173862
大学,5655065
丹麦,192454
网络,143243
网路,143243
四川大学,160426
洛杉矶,214107
蒙古,209648
意思,333627
dna,78250
角色,4115
KK,3550811
野生动物,22249
欧盟,786749
细菌,372577
血脉,1431
希腊,197766
维生素,161385
柠檬,1067
事业,3216
吉林,5690
电影,31689
陕西,193811
量子力学,131692
婴儿,979
龟苓膏,565046
二氧化碳,349143
自行车,190564
水果,6233
云南,19158376
功夫,5607641
功夫,10621
圣诞岛,5182
剑,1378
琉球群岛,1242612
椭圆,684466
灵魂,73763
加利福尼亚州,40442
基地,3721115
天与地,422
名言,470391
硫酸,114535
印度尼西亚,129972
印尼,129972
精子,18377
高原,28204
中医,234039
草原,20285162
艺术,12004323
梧桐,6199
麻疹,87596
吉林,6293746
古文,1591397
lee,2683
南开大学,134521
东南亚,390261
罗马,14033
生命,1417
时代,6643818
晋朝,195770
公主,188752
生日,1486
抗菌素,107725
菲律宾,138857
陆川,35057
颜色,5014
现金,2761
科学家,1210114
伊朗,156607
光,2795724
unix,219943
夹竹桃,80947
滑板,24181
三叶草,2109165
南非,1910574
皇帝,886
哥伦比亚大学,513683
公司,251430
乙醚,316922
父亲,1465141
缅甸,205923
阿根廷,77652
中平,8721
功,53648
毒蛇,3138
分数,2067623
友谊,6171
古埃及,226771
马达加斯加,5694
国家,17205
专科,5791259
德语,240836
复数,254365
名词,502047
数,6013
蛋白质,309120
视觉,5228
乙醇,135334
离子,1142599
石油,322780
孤儿,4279051
驿站,4731
身高,10959161
医生,9383
国学,128562
雷鸟,34611
柬埔寨,210375
鸡,416172
舞蹈,6228
辽宁省,121838
辽宁,121838
先知,2250191
m,6249780
胡兵,5776
粪便,777506
古希腊,14206
不丹,215113
氢氧化钙,3195896
墨西哥,255798
精油,268304
全国人民代表大会,4463614
神,95846
帝国,21615
海,51911
军事,6154
中国国家男子足球队,5152172
红细胞,383462
旧金山,29211
南海,27429
蓝色,35972
比例,5804241
拜占庭,5544
文科,8654273
金钱,2987
肌肉,295864
尼泊尔,121885
北岛,1499642
自然,1531
马里,28950
葡萄酒,444627
日照,25195
阿司匹林,15777
圆柱,8193982
种子,33106
游戏,33581
武术,25433
ABC,213686
NPC,53782
井,34307
树,2699484
籍贯,4706628
溶液,1050622
中国科学院,271375
真菌,713829
公元,17855
苹果公司,304038
显微镜,133736
文化,23624
胸部,3243698
椰树,68499
保罗·皮尔斯,4365489
沙漠,24070
佛祖,2720
建筑学,228287
高等院校,29680
寮国,209879
老挝,209879
东盟,1059562
笛,495283
母亲,5596762
格里芬,4019921
中学生,84424
比利时,421128
迈克尔·舒马赫,177779
临床医学,16821824
学士学位,1737875
北京国安,1602427
质量,1236
演员,17704276
s,1084840
博物馆,22128
动物园,2943
后卫,2309
宗教,81929
北京时间,410384
亚太经济合作组织,424786
习惯,1022
方块,9503268
盐,548739
特洛伊,982419
甘肃,226159
天王,2554
斯里兰卡,213964
塑料,573005
太平洋,118304
火车,479
青霉素,113678
运动会,8750314
书,6297
尚书,6297
众数,44796
几何,303227
疟疾,102087
汉中,363309
红外线,115851
港币,2570947
u,444442
性格,915370
鸟类,278334
苏格兰,675515
骑士,2683561
多媒体,140486
蒂芙尼,10734747
速度,17488922
力,7184503
国军,604285
代数,1434787
声音,33686
BOT,35931
歌手,20270239
钟乳石,2212931
啤酒,134984
歌,4131
绿色,449467
克什米尔,517533
温哥华,1743257
塔楼,1874
萃取,1134892
铁路,374732
宏,2648286
谢安,668541
中文系,21608
女性,564
土,34136
雷达,10485
小镇,35999
仪式,70382
流行音乐,21036
中文,887536
秘密,2777670
燕京大学,198383
森林,1370
铁,29586
空间,55280
功,438937
拼音,454
符号,197
小品,109145
泡泡堂,230345
姓氏,244270
哮喘,467071
猴面包树,729264
皮肤瘙痒,279770
匈牙利,191888
马达加斯加,6368347
欧元,199305
奶茶,2146553
算法,209025
肛门,402867
目标,6450
乐器,3046164
能量,13016314
中药,295975
夏侯渊,17354
凯莉·米洛,966150
英格兰,1064478
职业,2133531
作家,1027545
教师,6311445
曼谷,412946
魔力,18480
山谷,208277
碱,2076184
顾炎武,382375
酶,107742
酵素,107742
鞍山市,131766
斐济,213600
美德,982658
艺术家,9268301
曲面,13033889
京都,10290262
简历,872222
阿里山,365053
碘,457545
皇后,1080437
东西,26739
暹罗,3494923
韵脚,97496
情况,1392364
初中,877115
高句丽,181650
国徽,63243
知识,74245
体育,223780
名字,308
建筑设计,29929
亚当,8177400
红海,25384
波士顿,81031
铜,668243
诗集,10841343
凯尔特人,73519
八角,24736
西番莲,49048
民俗,4465569
阿拉伯,1736939
网站,155722
动作,33802
红色,7274361
人体,1454841
亚当,14592799
北欧,830500
银行,392719
心理,173614
董事会,3084
中共中央,1141242
金属,18559335
体积,4970881
海军,26155
书籍,59503
首都,26194
面,68113
武器,3433229
叶子,2897114
晶体,18549886
草酸,728538
钙,720818
香港电影,9302352
娜塔莎,137296
哺乳动物,62197
g,1083043
乡村,67307
媒体,203321
秦汉,20726
武藏,4690
东北,330949
信,519958
股份有限公司,575558
月,12896965
珍珠泉,5
象征,79485
面积,100551
诸暨县,2584357
诸暨,2584357
社会,73320
阿富汗,129046
溶洞,2012057
诗人,38116
体重减轻,153505
脾,421789
哺乳动物,19144571
血液,363094
珍珠泉,9863207
波斯,157194
瑶族,170267
橙子,237
女主角,79185
交通工具,3935761
拉丁美洲,1513872
微分,317988
Tim,20230571
POP,6820836
哑铃,377139
桥梁,2054921
美食,554260
秦汉,12702597
金国,889740
战舰,65877
资料,364476
湿地,27043
北魏,914008
梦幻,8744914
呼吸困难,2540302
门,3975713
胃,34259
电子音乐,847641
次数,10931262
海拔,5754
门,3975781
马子,1041827
瓦,5489382
化合物,1142931
物理学,313183
物理,313183
国土,81023
肝,16684302
变形虫,878732
大学生,1444
西亚,524955
问题,13018756
政治经济学,1467
黑色,68106
霉菌,667602
甲虫,21893
经典,3413843
牙买加,423736
机场,74273
